date,STATE,Abnormal_Weather,State_Partisan_Learning,google_search_climate,google_search_hoax
9/1/2004,MISSOURI,0,Conservative,0,0
10/1/2004,MISSOURI,0,Conservative,0,0
11/1/2004,MISSOURI,0,Conservative,0,0
12/1/2004,MISSOURI,0,Conservative,0,0
1/1/2005,MISSOURI,16,Conservative,10,0
2/1/2005,MISSOURI,1,Conservative,0,0
3/1/2005,MISSOURI,0,Conservative,0,0
4/1/2005,MISSOURI,1,Conservative,13,0
5/1/2005,MISSOURI,5,Conservative,6,0
6/1/2005,MISSOURI,13,Conservative,6,0
7/1/2005,MISSOURI,14,Conservative,6,0
8/1/2005,MISSOURI,3,Conservative,0,0
9/1/2005,MISSOURI,2,Conservative,10,0
10/1/2005,MISSOURI,3,Conservative,5,0
11/1/2005,MISSOURI,3,Conservative,5,0
12/1/2005,MISSOURI,0,Conservative,7,0
1/1/2006,MISSOURI,3,Conservative,4,0
2/1/2006,MISSOURI,3,Conservative,6,0
3/1/2006,MISSOURI,4,Conservative,4,0
4/1/2006,MISSOURI,1,Conservative,10,0
5/1/2006,MISSOURI,6,Conservative,4,0
6/1/2006,MISSOURI,1,Conservative,4,0
7/1/2006,MISSOURI,18,Conservative,8,0
8/1/2006,MISSOURI,14,Conservative,7,0
9/1/2006,MISSOURI,0,Conservative,7,0
10/1/2006,MISSOURI,0,Conservative,6,0
11/1/2006,MISSOURI,0,Conservative,8,0
12/1/2006,MISSOURI,0,Conservative,8,0
1/1/2007,MISSOURI,0,Conservative,9,0
2/1/2007,MISSOURI,2,Conservative,19,0
3/1/2007,MISSOURI,3,Conservative,11,0
4/1/2007,MISSOURI,3,Conservative,20,0
5/1/2007,MISSOURI,12,Conservative,14,0
6/1/2007,MISSOURI,12,Conservative,12,0
7/1/2007,MISSOURI,2,Conservative,10,0
8/1/2007,MISSOURI,20,Conservative,12,0
9/1/2007,MISSOURI,5,Conservative,7,0
10/1/2007,MISSOURI,2,Conservative,28,0
11/1/2007,MISSOURI,0,Conservative,26,0
12/1/2007,MISSOURI,0,Conservative,17,0
1/1/2008,MISSOURI,2,Conservative,19,0
2/1/2008,MISSOURI,4,Conservative,12,0
3/1/2008,MISSOURI,20,Conservative,18,0
4/1/2008,MISSOURI,16,Conservative,29,0
5/1/2008,MISSOURI,4,Conservative,16,0
6/1/2008,MISSOURI,13,Conservative,12,0
7/1/2008,MISSOURI,11,Conservative,7,63
8/1/2008,MISSOURI,4,Conservative,5,0
9/1/2008,MISSOURI,8,Conservative,22,0
10/1/2008,MISSOURI,0,Conservative,14,0
11/1/2008,MISSOURI,0,Conservative,20,0
12/1/2008,MISSOURI,3,Conservative,10,0
1/1/2009,MISSOURI,0,Conservative,11,0
2/1/2009,MISSOURI,0,Conservative,17,0
3/1/2009,MISSOURI,1,Conservative,18,0
4/1/2009,MISSOURI,4,Conservative,21,54
5/1/2009,MISSOURI,9,Conservative,16,0
6/1/2009,MISSOURI,12,Conservative,22,0
7/1/2009,MISSOURI,2,Conservative,16,56
8/1/2009,MISSOURI,4,Conservative,17,0
9/1/2009,MISSOURI,4,Conservative,15,0
10/1/2009,MISSOURI,17,Conservative,33,0
11/1/2009,MISSOURI,1,Conservative,32,50
12/1/2009,MISSOURI,3,Conservative,49,0
1/1/2010,MISSOURI,1,Conservative,17,46
2/1/2010,MISSOURI,1,Conservative,26,0
3/1/2010,MISSOURI,4,Conservative,16,0
4/1/2010,MISSOURI,3,Conservative,17,0
5/1/2010,MISSOURI,13,Conservative,16,0
6/1/2010,MISSOURI,13,Conservative,10,0
7/1/2010,MISSOURI,27,Conservative,11,0
8/1/2010,MISSOURI,11,Conservative,12,0
9/1/2010,MISSOURI,5,Conservative,15,0
10/1/2010,MISSOURI,2,Conservative,13,0
11/1/2010,MISSOURI,2,Conservative,19,0
12/1/2010,MISSOURI,2,Conservative,11,0
1/1/2011,MISSOURI,1,Conservative,15,0
2/1/2011,MISSOURI,8,Conservative,14,37
3/1/2011,MISSOURI,2,Conservative,13,35
4/1/2011,MISSOURI,17,Conservative,22,0
5/1/2011,MISSOURI,8,Conservative,15,0
6/1/2011,MISSOURI,7,Conservative,8,0
7/1/2011,MISSOURI,14,Conservative,8,0
8/1/2011,MISSOURI,19,Conservative,10,34
9/1/2011,MISSOURI,4,Conservative,10,0
10/1/2011,MISSOURI,2,Conservative,18,33
11/1/2011,MISSOURI,1,Conservative,14,0
12/1/2011,MISSOURI,0,Conservative,11,31
1/1/2012,MISSOURI,0,Conservative,11,0
2/1/2012,MISSOURI,0,Conservative,11,0
3/1/2012,MISSOURI,1,Conservative,12,0
4/1/2012,MISSOURI,3,Conservative,17,0
5/1/2012,MISSOURI,4,Conservative,10,0
6/1/2012,MISSOURI,15,Conservative,5,0
7/1/2012,MISSOURI,45,Conservative,16,29
8/1/2012,MISSOURI,18,Conservative,8,22
9/1/2012,MISSOURI,17,Conservative,22,0
10/1/2012,MISSOURI,11,Conservative,18,0
11/1/2012,MISSOURI,10,Conservative,20,0
12/1/2012,MISSOURI,7,Conservative,13,0
1/1/2013,MISSOURI,14,Conservative,13,0
2/1/2013,MISSOURI,4,Conservative,15,22
3/1/2013,MISSOURI,3,Conservative,6,0
4/1/2013,MISSOURI,7,Conservative,18,19
5/1/2013,MISSOURI,6,Conservative,12,19
6/1/2013,MISSOURI,15,Conservative,9,0
7/1/2013,MISSOURI,1,Conservative,9,0
8/1/2013,MISSOURI,26,Conservative,10,19
9/1/2013,MISSOURI,5,Conservative,16,0
10/1/2013,MISSOURI,3,Conservative,11,0
11/1/2013,MISSOURI,1,Conservative,16,38
12/1/2013,MISSOURI,3,Conservative,10,19
1/1/2014,MISSOURI,1,Conservative,15,18
2/1/2014,MISSOURI,0,Conservative,16,19
3/1/2014,MISSOURI,0,Conservative,15,36
4/1/2014,MISSOURI,4,Conservative,25,28
5/1/2014,MISSOURI,0,Conservative,26,22
6/1/2014,MISSOURI,5,Conservative,14,22
7/1/2014,MISSOURI,4,Conservative,15,0
8/1/2014,MISSOURI,8,Conservative,9,0
9/1/2014,MISSOURI,2,Conservative,21,21
10/1/2014,MISSOURI,3,Conservative,19,0
11/1/2014,MISSOURI,0,Conservative,23,0
12/1/2014,MISSOURI,0,Conservative,14,23
1/1/2015,MISSOURI,0,Conservative,15,22
2/1/2015,MISSOURI,0,Conservative,18,0
3/1/2015,MISSOURI,3,Conservative,18,0
4/1/2015,MISSOURI,2,Conservative,21,0
5/1/2015,MISSOURI,6,Conservative,18,72
6/1/2015,MISSOURI,20,Conservative,20,25
7/1/2015,MISSOURI,37,Conservative,11,0
8/1/2015,MISSOURI,4,Conservative,15,24
9/1/2015,MISSOURI,1,Conservative,26,33
10/1/2015,MISSOURI,0,Conservative,21,20
11/1/2015,MISSOURI,14,Conservative,26,33
12/1/2015,MISSOURI,19,Conservative,35,0
1/1/2016,MISSOURI,0,Conservative,19,18
2/1/2016,MISSOURI,0,Conservative,25,0
3/1/2016,MISSOURI,1,Conservative,27,0
4/1/2016,MISSOURI,1,Conservative,29,17
5/1/2016,MISSOURI,5,Conservative,18,35
6/1/2016,MISSOURI,7,Conservative,9,0
7/1/2016,MISSOURI,16,Conservative,11,0
8/1/2016,MISSOURI,14,Conservative,13,0
9/1/2016,MISSOURI,8,Conservative,19,17
10/1/2016,MISSOURI,0,Conservative,28,34
11/1/2016,MISSOURI,2,Conservative,45,58
12/1/2016,MISSOURI,0,Conservative,32,16
1/1/2017,MISSOURI,0,Conservative,34,15
2/1/2017,MISSOURI,0,Conservative,30,16
3/1/2017,MISSOURI,0,Conservative,34,30
4/1/2017,MISSOURI,27,Conservative,39,16
5/1/2017,MISSOURI,13,Conservative,31,16
6/1/2017,MISSOURI,3,Conservative,37,26
7/1/2017,MISSOURI,14,Conservative,18,17
8/1/2017,MISSOURI,12,Conservative,18,0
9/1/2017,MISSOURI,1,Conservative,33,15
10/1/2017,MISSOURI,0,Conservative,27,15
11/1/2017,MISSOURI,0,Conservative,25,0
12/1/2017,MISSOURI,1,Conservative,25,0
1/1/2004,MONTA0,0,Conservative,61,0
2/1/2004,MONTA0,0,Conservative,0,0
3/1/2004,MONTA0,0,Conservative,79,0
4/1/2004,MONTA0,0,Conservative,60,0
5/1/2004,MONTA0,0,Conservative,54,0
6/1/2004,MONTA0,0,Conservative,0,0
7/1/2004,MONTA0,0,Conservative,0,0
8/1/2004,MONTA0,0,Conservative,0,0
9/1/2004,MONTA0,0,Conservative,0,0
10/1/2004,MONTA0,0,Conservative,0,0
11/1/2004,MONTA0,0,Conservative,0,0
12/1/2004,MONTA0,0,Conservative,0,0
1/1/2005,MONTA0,4,Conservative,0,0
2/1/2005,MONTA0,3,Conservative,80,0
3/1/2005,MONTA0,0,Conservative,35,0
4/1/2005,MONTA0,1,Conservative,78,0
5/1/2005,MONTA0,4,Conservative,0,0
6/1/2005,MONTA0,3,Conservative,0,0
7/1/2005,MONTA0,0,Conservative,40,0
8/1/2005,MONTA0,0,Conservative,0,0
9/1/2005,MONTA0,0,Conservative,0,0
10/1/2005,MONTA0,1,Conservative,0,0
11/1/2005,MONTA0,0,Conservative,0,0
12/1/2005,MONTA0,0,Conservative,0,0
1/1/2006,MONTA0,0,Conservative,23,0
2/1/2006,MONTA0,0,Conservative,24,0
3/1/2006,MONTA0,0,Conservative,32,0
4/1/2006,MONTA0,1,Conservative,23,0
5/1/2006,MONTA0,1,Conservative,23,0
6/1/2006,MONTA0,0,Conservative,78,0
7/1/2006,MONTA0,0,Conservative,24,0
8/1/2006,MONTA0,1,Conservative,0,0
9/1/2006,MONTA0,1,Conservative,31,0
10/1/2006,MONTA0,0,Conservative,0,0
11/1/2006,MONTA0,2,Conservative,37,0
12/1/2006,MONTA0,0,Conservative,0,0
1/1/2007,MONTA0,0,Conservative,0,0
2/1/2007,MONTA0,0,Conservative,42,0
3/1/2007,MONTA0,0,Conservative,30,0
4/1/2007,MONTA0,0,Conservative,30,0
5/1/2007,MONTA0,0,Conservative,52,0
6/1/2007,MONTA0,1,Conservative,25,0
7/1/2007,MONTA0,1,Conservative,31,0
8/1/2007,MONTA0,0,Conservative,0,0
9/1/2007,MONTA0,0,Conservative,28,0
10/1/2007,MONTA0,0,Conservative,44,0
11/1/2007,MONTA0,0,Conservative,51,0
12/1/2007,MONTA0,0,Conservative,26,0
1/1/2008,MONTA0,0,Conservative,29,0
2/1/2008,MONTA0,0,Conservative,53,0
3/1/2008,MONTA0,0,Conservative,47,0
4/1/2008,MONTA0,0,Conservative,84,0
5/1/2008,MONTA0,1,Conservative,36,0
6/1/2008,MONTA0,2,Conservative,13,0
7/1/2008,MONTA0,0,Conservative,39,0
8/1/2008,MONTA0,1,Conservative,19,0
9/1/2008,MONTA0,2,Conservative,17,0
10/1/2008,MONTA0,0,Conservative,37,0
11/1/2008,MONTA0,0,Conservative,46,0
12/1/2008,MONTA0,4,Conservative,34,0
1/1/2009,MONTA0,2,Conservative,27,0
2/1/2009,MONTA0,0,Conservative,41,0
3/1/2009,MONTA0,2,Conservative,73,0
4/1/2009,MONTA0,1,Conservative,28,0
5/1/2009,MONTA0,1,Conservative,70,0
6/1/2009,MONTA0,0,Conservative,27,0
7/1/2009,MONTA0,1,Conservative,45,0
8/1/2009,MONTA0,4,Conservative,13,0
9/1/2009,MONTA0,0,Conservative,49,0
10/1/2009,MONTA0,0,Conservative,71,0
11/1/2009,MONTA0,0,Conservative,74,0
12/1/2009,MONTA0,0,Conservative,100,0
1/1/2010,MONTA0,3,Conservative,46,0
2/1/2010,MONTA0,0,Conservative,52,0
3/1/2010,MONTA0,0,Conservative,32,0
4/1/2010,MONTA0,0,Conservative,50,0
5/1/2010,MONTA0,1,Conservative,56,0
6/1/2010,MONTA0,2,Conservative,55,0
7/1/2010,MONTA0,0,Conservative,13,0
8/1/2010,MONTA0,1,Conservative,19,0
9/1/2010,MONTA0,0,Conservative,12,0
10/1/2010,MONTA0,0,Conservative,29,0
11/1/2010,MONTA0,1,Conservative,44,0
12/1/2010,MONTA0,1,Conservative,11,0
1/1/2011,MONTA0,1,Conservative,12,0
2/1/2011,MONTA0,1,Conservative,31,0
3/1/2011,MONTA0,6,Conservative,28,0
4/1/2011,MONTA0,3,Conservative,38,0
5/1/2011,MONTA0,13,Conservative,36,0
6/1/2011,MONTA0,9,Conservative,22,0
7/1/2011,MONTA0,2,Conservative,28,0
8/1/2011,MONTA0,0,Conservative,21,0
9/1/2011,MONTA0,0,Conservative,41,0
10/1/2011,MONTA0,1,Conservative,22,0
11/1/2011,MONTA0,0,Conservative,27,0
12/1/2011,MONTA0,0,Conservative,21,0
1/1/2012,MONTA0,0,Conservative,12,0
2/1/2012,MONTA0,0,Conservative,28,0
3/1/2012,MONTA0,0,Conservative,23,0
4/1/2012,MONTA0,0,Conservative,22,0
5/1/2012,MONTA0,0,Conservative,16,0
6/1/2012,MONTA0,0,Conservative,7,0
7/1/2012,MONTA0,0,Conservative,27,0
8/1/2012,MONTA0,0,Conservative,24,0
9/1/2012,MONTA0,0,Conservative,38,0
10/1/2012,MONTA0,0,Conservative,25,0
11/1/2012,MONTA0,0,Conservative,37,0
12/1/2012,MONTA0,0,Conservative,18,0
1/1/2013,MONTA0,1,Conservative,32,0
2/1/2013,MONTA0,0,Conservative,44,0
3/1/2013,MONTA0,0,Conservative,31,0
4/1/2013,MONTA0,0,Conservative,31,0
5/1/2013,MONTA0,2,Conservative,22,0
6/1/2013,MONTA0,4,Conservative,26,0
7/1/2013,MONTA0,1,Conservative,17,0
8/1/2013,MONTA0,0,Conservative,18,0
9/1/2013,MONTA0,1,Conservative,24,0
10/1/2013,MONTA0,0,Conservative,39,0
11/1/2013,MONTA0,0,Conservative,51,0
12/1/2013,MONTA0,0,Conservative,28,0
1/1/2014,MONTA0,0,Conservative,32,0
2/1/2014,MONTA0,3,Conservative,44,0
3/1/2014,MONTA0,7,Conservative,34,0
4/1/2014,MONTA0,0,Conservative,50,0
5/1/2014,MONTA0,0,Conservative,47,0
6/1/2014,MONTA0,2,Conservative,34,0
7/1/2014,MONTA0,1,Conservative,11,0
8/1/2014,MONTA0,7,Conservative,24,0
9/1/2014,MONTA0,0,Conservative,67,0
10/1/2014,MONTA0,0,Conservative,36,0
11/1/2014,MONTA0,0,Conservative,42,0
12/1/2014,MONTA0,0,Conservative,22,0
1/1/2015,MONTA0,0,Conservative,32,0
2/1/2015,MONTA0,1,Conservative,55,0
3/1/2015,MONTA0,0,Conservative,41,0
4/1/2015,MONTA0,0,Conservative,30,0
5/1/2015,MONTA0,0,Conservative,32,0
6/1/2015,MONTA0,0,Conservative,36,0
7/1/2015,MONTA0,0,Conservative,29,0
8/1/2015,MONTA0,0,Conservative,24,0
9/1/2015,MONTA0,0,Conservative,33,0
10/1/2015,MONTA0,0,Conservative,37,0
11/1/2015,MONTA0,0,Conservative,51,0
12/1/2015,MONTA0,0,Conservative,57,0
1/1/2016,MONTA0,0,Conservative,28,0
2/1/2016,MONTA0,0,Conservative,28,0
3/1/2016,MONTA0,0,Conservative,31,0
4/1/2016,MONTA0,0,Conservative,39,0
5/1/2016,MONTA0,2,Conservative,22,0
6/1/2016,MONTA0,0,Conservative,17,0
7/1/2016,MONTA0,1,Conservative,15,0
8/1/2016,MONTA0,0,Conservative,15,0
9/1/2016,MONTA0,0,Conservative,34,0
10/1/2016,MONTA0,0,Conservative,41,0
11/1/2016,MONTA0,0,Conservative,68,0
12/1/2016,MONTA0,1,Conservative,48,0
1/1/2017,MONTA0,2,Conservative,45,0
2/1/2017,MONTA0,1,Conservative,41,0
3/1/2017,MONTA0,2,Conservative,46,0
4/1/2017,MONTA0,0,Conservative,51,0
5/1/2017,MONTA0,0,Conservative,35,0
6/1/2017,MONTA0,0,Conservative,42,0
7/1/2017,MONTA0,0,Conservative,22,0
8/1/2017,MONTA0,1,Conservative,26,0
9/1/2017,MONTA0,1,Conservative,35,0
10/1/2017,MONTA0,1,Conservative,37,0
11/1/2017,MONTA0,1,Conservative,28,0
12/1/2017,MONTA0,3,Conservative,31,0
1/1/2004,NEBRASKA,0,Conservative,0,0
2/1/2004,NEBRASKA,0,Conservative,100,0
3/1/2004,NEBRASKA,0,Conservative,43,0
4/1/2004,NEBRASKA,0,Conservative,32,0
5/1/2004,NEBRASKA,0,Conservative,0,0
6/1/2004,NEBRASKA,0,Conservative,32,0
7/1/2004,NEBRASKA,0,Conservative,32,0
8/1/2004,NEBRASKA,0,Conservative,29,0
9/1/2004,NEBRASKA,0,Conservative,0,0
10/1/2004,NEBRASKA,0,Conservative,55,0
11/1/2004,NEBRASKA,0,Conservative,0,0
12/1/2004,NEBRASKA,0,Conservative,25,0
1/1/2005,NEBRASKA,0,Conservative,0,0
2/1/2005,NEBRASKA,0,Conservative,0,0
3/1/2005,NEBRASKA,0,Conservative,0,0
4/1/2005,NEBRASKA,3,Conservative,44,0
5/1/2005,NEBRASKA,2,Conservative,21,0
6/1/2005,NEBRASKA,4,Conservative,23,0
7/1/2005,NEBRASKA,6,Conservative,23,0
8/1/2005,NEBRASKA,1,Conservative,0,0
9/1/2005,NEBRASKA,0,Conservative,0,0
10/1/2005,NEBRASKA,0,Conservative,17,0
11/1/2005,NEBRASKA,5,Conservative,34,0
12/1/2005,NEBRASKA,0,Conservative,16,0
1/1/2006,NEBRASKA,0,Conservative,0,0
2/1/2006,NEBRASKA,0,Conservative,0,0
3/1/2006,NEBRASKA,0,Conservative,0,0
4/1/2006,NEBRASKA,1,Conservative,28,0
5/1/2006,NEBRASKA,0,Conservative,0,0
6/1/2006,NEBRASKA,0,Conservative,15,0
7/1/2006,NEBRASKA,0,Conservative,0,0
8/1/2006,NEBRASKA,1,Conservative,25,0
9/1/2006,NEBRASKA,0,Conservative,0,0
10/1/2006,NEBRASKA,0,Conservative,11,0
11/1/2006,NEBRASKA,0,Conservative,0,0
12/1/2006,NEBRASKA,1,Conservative,0,0
1/1/2007,NEBRASKA,0,Conservative,20,0
2/1/2007,NEBRASKA,6,Conservative,10,0
3/1/2007,NEBRASKA,7,Conservative,9,0
4/1/2007,NEBRASKA,3,Conservative,24,0
5/1/2007,NEBRASKA,9,Conservative,23,0
6/1/2007,NEBRASKA,1,Conservative,0,0
7/1/2007,NEBRASKA,1,Conservative,0,0
8/1/2007,NEBRASKA,4,Conservative,10,0
9/1/2007,NEBRASKA,1,Conservative,9,0
10/1/2007,NEBRASKA,0,Conservative,28,0
11/1/2007,NEBRASKA,0,Conservative,8,0
12/1/2007,NEBRASKA,0,Conservative,34,0
1/1/2008,NEBRASKA,0,Conservative,8,0
2/1/2008,NEBRASKA,0,Conservative,8,0
3/1/2008,NEBRASKA,0,Conservative,8,0
4/1/2008,NEBRASKA,0,Conservative,18,0
5/1/2008,NEBRASKA,6,Conservative,20,0
6/1/2008,NEBRASKA,13,Conservative,0,0
7/1/2008,NEBRASKA,3,Conservative,8,0
8/1/2008,NEBRASKA,1,Conservative,8,0
9/1/2008,NEBRASKA,0,Conservative,8,0
10/1/2008,NEBRASKA,0,Conservative,14,0
11/1/2008,NEBRASKA,0,Conservative,15,0
12/1/2008,NEBRASKA,0,Conservative,7,0
1/1/2009,NEBRASKA,0,Conservative,17,0
2/1/2009,NEBRASKA,0,Conservative,25,0
3/1/2009,NEBRASKA,1,Conservative,19,0
4/1/2009,NEBRASKA,5,Conservative,13,0
5/1/2009,NEBRASKA,0,Conservative,18,0
6/1/2009,NEBRASKA,3,Conservative,19,0
7/1/2009,NEBRASKA,1,Conservative,19,0
8/1/2009,NEBRASKA,0,Conservative,11,0
9/1/2009,NEBRASKA,0,Conservative,24,0
10/1/2009,NEBRASKA,0,Conservative,30,0
11/1/2009,NEBRASKA,0,Conservative,31,0
12/1/2009,NEBRASKA,17,Conservative,27,0
1/1/2010,NEBRASKA,0,Conservative,23,0
2/1/2010,NEBRASKA,2,Conservative,38,0
3/1/2010,NEBRASKA,1,Conservative,44,0
4/1/2010,NEBRASKA,2,Conservative,53,0
5/1/2010,NEBRASKA,0,Conservative,24,0
6/1/2010,NEBRASKA,13,Conservative,8,0
7/1/2010,NEBRASKA,8,Conservative,0,0
8/1/2010,NEBRASKA,11,Conservative,10,0
9/1/2010,NEBRASKA,5,Conservative,19,0
10/1/2010,NEBRASKA,0,Conservative,31,0
11/1/2010,NEBRASKA,0,Conservative,18,0
12/1/2010,NEBRASKA,5,Conservative,21,0
1/1/2011,NEBRASKA,1,Conservative,9,0
2/1/2011,NEBRASKA,0,Conservative,20,0
3/1/2011,NEBRASKA,0,Conservative,13,0
4/1/2011,NEBRASKA,1,Conservative,11,0
5/1/2011,NEBRASKA,8,Conservative,17,0
6/1/2011,NEBRASKA,15,Conservative,15,0
7/1/2011,NEBRASKA,21,Conservative,10,0
8/1/2011,NEBRASKA,9,Conservative,9,0
9/1/2011,NEBRASKA,2,Conservative,15,0
10/1/2011,NEBRASKA,0,Conservative,14,0
11/1/2011,NEBRASKA,0,Conservative,26,0
12/1/2011,NEBRASKA,0,Conservative,13,0
1/1/2012,NEBRASKA,0,Conservative,9,0
2/1/2012,NEBRASKA,1,Conservative,7,0
3/1/2012,NEBRASKA,0,Conservative,14,0
4/1/2012,NEBRASKA,4,Conservative,17,0
5/1/2012,NEBRASKA,2,Conservative,10,0
6/1/2012,NEBRASKA,10,Conservative,11,0
7/1/2012,NEBRASKA,19,Conservative,11,0
8/1/2012,NEBRASKA,8,Conservative,18,0
9/1/2012,NEBRASKA,7,Conservative,20,0
10/1/2012,NEBRASKA,8,Conservative,25,0
11/1/2012,NEBRASKA,10,Conservative,26,0
12/1/2012,NEBRASKA,14,Conservative,16,0
1/1/2013,NEBRASKA,8,Conservative,23,0
2/1/2013,NEBRASKA,9,Conservative,27,0
3/1/2013,NEBRASKA,13,Conservative,21,0
4/1/2013,NEBRASKA,8,Conservative,21,0
5/1/2013,NEBRASKA,10,Conservative,23,0
6/1/2013,NEBRASKA,6,Conservative,20,0
7/1/2013,NEBRASKA,8,Conservative,10,0
8/1/2013,NEBRASKA,12,Conservative,8,0
9/1/2013,NEBRASKA,4,Conservative,20,0
10/1/2013,NEBRASKA,9,Conservative,23,0
11/1/2013,NEBRASKA,1,Conservative,15,0
12/1/2013,NEBRASKA,5,Conservative,14,0
1/1/2014,NEBRASKA,4,Conservative,18,0
2/1/2014,NEBRASKA,4,Conservative,28,0
3/1/2014,NEBRASKA,2,Conservative,20,0
4/1/2014,NEBRASKA,5,Conservative,22,0
5/1/2014,NEBRASKA,5,Conservative,20,0
6/1/2014,NEBRASKA,12,Conservative,13,0
7/1/2014,NEBRASKA,1,Conservative,25,0
8/1/2014,NEBRASKA,3,Conservative,8,0
9/1/2014,NEBRASKA,4,Conservative,33,0
10/1/2014,NEBRASKA,1,Conservative,23,0
11/1/2014,NEBRASKA,0,Conservative,23,0
12/1/2014,NEBRASKA,0,Conservative,19,0
1/1/2015,NEBRASKA,1,Conservative,18,0
2/1/2015,NEBRASKA,0,Conservative,17,0
3/1/2015,NEBRASKA,0,Conservative,19,0
4/1/2015,NEBRASKA,0,Conservative,24,0
5/1/2015,NEBRASKA,1,Conservative,29,0
6/1/2015,NEBRASKA,6,Conservative,28,0
7/1/2015,NEBRASKA,0,Conservative,17,0
8/1/2015,NEBRASKA,3,Conservative,14,0
9/1/2015,NEBRASKA,0,Conservative,25,0
10/1/2015,NEBRASKA,0,Conservative,24,0
11/1/2015,NEBRASKA,0,Conservative,42,0
12/1/2015,NEBRASKA,0,Conservative,36,0
1/1/2016,NEBRASKA,0,Conservative,18,0
2/1/2016,NEBRASKA,2,Conservative,23,0
3/1/2016,NEBRASKA,0,Conservative,26,0
4/1/2016,NEBRASKA,1,Conservative,32,0
5/1/2016,NEBRASKA,6,Conservative,22,0
6/1/2016,NEBRASKA,1,Conservative,14,0
7/1/2016,NEBRASKA,0,Conservative,15,0
8/1/2016,NEBRASKA,2,Conservative,17,0
9/1/2016,NEBRASKA,1,Conservative,17,0
10/1/2016,NEBRASKA,1,Conservative,22,0
11/1/2016,NEBRASKA,0,Conservative,54,0
12/1/2016,NEBRASKA,0,Conservative,45,0
1/1/2017,NEBRASKA,0,Conservative,32,0
2/1/2017,NEBRASKA,0,Conservative,32,0
3/1/2017,NEBRASKA,0,Conservative,32,0
4/1/2017,NEBRASKA,0,Conservative,40,0
5/1/2017,NEBRASKA,0,Conservative,32,0
6/1/2017,NEBRASKA,0,Conservative,41,0
7/1/2017,NEBRASKA,2,Conservative,15,0
8/1/2017,NEBRASKA,7,Conservative,22,0
9/1/2017,NEBRASKA,0,Conservative,40,0
10/1/2017,NEBRASKA,4,Conservative,29,0
11/1/2017,NEBRASKA,0,Conservative,40,0
12/1/2017,NEBRASKA,0,Conservative,25,0
1/1/2004,NEVADA,0,Competitive,22,0
2/1/2004,NEVADA,0,Competitive,0,0
3/1/2004,NEVADA,0,Competitive,27,0
4/1/2004,NEVADA,0,Competitive,20,0
5/1/2004,NEVADA,0,Competitive,0,0
6/1/2004,NEVADA,0,Competitive,18,0
7/1/2004,NEVADA,0,Competitive,18,0
8/1/2004,NEVADA,0,Competitive,0,0
9/1/2004,NEVADA,0,Competitive,32,0
10/1/2004,NEVADA,0,Competitive,0,0
11/1/2004,NEVADA,0,Competitive,0,0
12/1/2004,NEVADA,0,Competitive,15,0
1/1/2005,NEVADA,0,Competitive,26,0
2/1/2005,NEVADA,1,Competitive,0,0
3/1/2005,NEVADA,0,Competitive,11,0
4/1/2005,NEVADA,0,Competitive,0,0
5/1/2005,NEVADA,2,Competitive,11,0
6/1/2005,NEVADA,0,Competitive,0,0
7/1/2005,NEVADA,1,Competitive,0,0
8/1/2005,NEVADA,0,Competitive,0,0
9/1/2005,NEVADA,0,Competitive,0,0
10/1/2005,NEVADA,0,Competitive,0,0
11/1/2005,NEVADA,0,Competitive,0,0
12/1/2005,NEVADA,0,Competitive,0,0
1/1/2006,NEVADA,1,Competitive,0,0
2/1/2006,NEVADA,0,Competitive,0,0
3/1/2006,NEVADA,0,Competitive,0,0
4/1/2006,NEVADA,0,Competitive,0,0
5/1/2006,NEVADA,0,Competitive,16,0
6/1/2006,NEVADA,0,Competitive,7,0
7/1/2006,NEVADA,1,Competitive,0,0
8/1/2006,NEVADA,0,Competitive,6,0
9/1/2006,NEVADA,0,Competitive,23,0
10/1/2006,NEVADA,0,Competitive,11,0
11/1/2006,NEVADA,0,Competitive,5,0
12/1/2006,NEVADA,0,Competitive,0,0
1/1/2007,NEVADA,0,Competitive,5,0
2/1/2007,NEVADA,0,Competitive,7,0
3/1/2007,NEVADA,0,Competitive,11,0
4/1/2007,NEVADA,0,Competitive,6,0
5/1/2007,NEVADA,0,Competitive,8,0
6/1/2007,NEVADA,0,Competitive,4,0
7/1/2007,NEVADA,1,Competitive,8,0
8/1/2007,NEVADA,0,Competitive,12,0
9/1/2007,NEVADA,0,Competitive,4,0
10/1/2007,NEVADA,0,Competitive,4,0
11/1/2007,NEVADA,0,Competitive,11,0
12/1/2007,NEVADA,0,Competitive,13,0
1/1/2008,NEVADA,0,Competitive,7,0
2/1/2008,NEVADA,0,Competitive,5,0
3/1/2008,NEVADA,0,Competitive,7,68
4/1/2008,NEVADA,0,Competitive,8,65
5/1/2008,NEVADA,0,Competitive,8,0
6/1/2008,NEVADA,0,Competitive,8,0
7/1/2008,NEVADA,1,Competitive,5,0
8/1/2008,NEVADA,2,Competitive,5,0
9/1/2008,NEVADA,1,Competitive,10,0
10/1/2008,NEVADA,0,Competitive,4,0
11/1/2008,NEVADA,0,Competitive,9,0
12/1/2008,NEVADA,0,Competitive,11,0
1/1/2009,NEVADA,0,Competitive,5,0
2/1/2009,NEVADA,0,Competitive,6,0
3/1/2009,NEVADA,0,Competitive,14,0
4/1/2009,NEVADA,0,Competitive,18,0
