"","X","Month","STATE","freq"
"4405",11,2004-10-01,"PENNSYLVANIA",NA
"4406",12,2004-09-01,"PENNSYLVANIA",1
"4407",13,2005-04-01,"PENNSYLVANIA",5
"4408",14,2005-08-01,"PENNSYLVANIA",2
"4409",15,2005-12-01,"PENNSYLVANIA",1
"4410",16,2005-02-01,"PENNSYLVANIA",NA
"4411",17,2005-01-01,"PENNSYLVANIA",4
"4412",18,2005-07-01,"PENNSYLVANIA",1
"4413",19,2005-06-01,"PENNSYLVANIA",2
"4414",20,2005-03-01,"PENNSYLVANIA",7
"4415",21,2005-05-01,"PENNSYLVANIA",NA
"4416",22,NA,"PENNSYLVANIA",NA
"4417",23,2005-11-01,"PENNSYLVANIA",4
"4418",24,2005-10-01,"PENNSYLVANIA",2
"4419",25,2005-09-01,"PENNSYLVANIA",2
"4420",26,2006-04-01,"PENNSYLVANIA",NA
"4421",27,2006-08-01,"PENNSYLVANIA",4
"4422",28,2006-12-01,"PENNSYLVANIA",1
"4423",29,2006-02-01,"PENNSYLVANIA",NA
"4424",30,2006-01-01,"PENNSYLVANIA",2
"4425",31,2006-07-01,"PENNSYLVANIA",6
"4426",32,2006-06-01,"PENNSYLVANIA",15
"4427",33,2006-03-01,"PENNSYLVANIA",NA
"4428",34,2006-05-01,"PENNSYLVANIA",NA
"4429",35,2006-11-01,"PENNSYLVANIA",4
"4430",36,2006-10-01,"PENNSYLVANIA",NA
"4431",37,2006-09-01,"PENNSYLVANIA",NA
"4432",38,2007-04-01,"PENNSYLVANIA",2
"4433",39,2007-08-01,"PENNSYLVANIA",8
"4434",40,2007-12-01,"PENNSYLVANIA",3
"4435",41,2007-02-01,"PENNSYLVANIA",NA
"4436",42,2007-01-01,"PENNSYLVANIA",NA
"4437",43,2007-07-01,"PENNSYLVANIA",2
"4438",44,2007-06-01,"PENNSYLVANIA",3
"4439",45,2007-03-01,"PENNSYLVANIA",3
"4440",46,2007-05-01,"PENNSYLVANIA",1
"4441",47,2007-11-01,"PENNSYLVANIA",1
"4442",48,2007-10-01,"PENNSYLVANIA",2
"4443",49,2007-09-01,"PENNSYLVANIA",NA
"4444",50,2008-04-01,"PENNSYLVANIA",NA
"4445",51,2008-08-01,"PENNSYLVANIA",NA
"4446",52,2008-12-01,"PENNSYLVANIA",1
"4447",53,2008-02-01,"PENNSYLVANIA",NA
"4448",54,2008-01-01,"PENNSYLVANIA",NA
"4449",55,2008-07-01,"PENNSYLVANIA",3
"4450",56,2008-06-01,"PENNSYLVANIA",5
"4451",57,2008-03-01,"PENNSYLVANIA",4
"4452",58,2008-05-01,"PENNSYLVANIA",NA
"4453",59,2008-11-01,"PENNSYLVANIA",NA
"4454",60,2008-10-01,"PENNSYLVANIA",2
"4455",61,2008-09-01,"PENNSYLVANIA",2
"4456",62,2009-04-01,"PENNSYLVANIA",1
"4457",63,2009-08-01,"PENNSYLVANIA",7
"4458",64,2009-12-01,"PENNSYLVANIA",2
"4459",65,2009-02-01,"PENNSYLVANIA",2
"4460",66,2009-01-01,"PENNSYLVANIA",NA
"4461",67,2009-07-01,"PENNSYLVANIA",2
"4462",68,2009-06-01,"PENNSYLVANIA",4
"4463",69,2009-03-01,"PENNSYLVANIA",NA
"4464",70,2009-05-01,"PENNSYLVANIA",4
"4465",71,2009-11-01,"PENNSYLVANIA",NA
"4466",72,2009-10-01,"PENNSYLVANIA",4
"4467",73,2009-09-01,"PENNSYLVANIA",NA
"4468",74,2010-04-01,"PENNSYLVANIA",NA
"4469",75,2010-08-01,"PENNSYLVANIA",NA
"4470",76,2010-12-01,"PENNSYLVANIA",2
"4471",77,2010-02-01,"PENNSYLVANIA",NA
"4472",78,2010-01-01,"PENNSYLVANIA",3
"4473",79,2010-07-01,"PENNSYLVANIA",3
"4474",80,2010-06-01,"PENNSYLVANIA",1
"4475",81,2010-03-01,"PENNSYLVANIA",3
"4476",82,2010-05-01,"PENNSYLVANIA",1
"4477",83,2010-11-01,"PENNSYLVANIA",NA
"4478",84,2010-10-01,"PENNSYLVANIA",6
"4479",85,2010-09-01,"PENNSYLVANIA",NA
"4480",86,2011-04-01,"PENNSYLVANIA",3
"4481",87,2011-08-01,"PENNSYLVANIA",10
"4482",88,2011-12-01,"PENNSYLVANIA",1
"4483",89,2011-02-01,"PENNSYLVANIA",1
"4484",90,2011-01-01,"PENNSYLVANIA",NA
"4485",91,2011-07-01,"PENNSYLVANIA",6
"4486",92,2011-06-01,"PENNSYLVANIA",3
"4487",93,2011-03-01,"PENNSYLVANIA",5
"4488",94,2011-05-01,"PENNSYLVANIA",2
"4489",95,2011-11-01,"PENNSYLVANIA",NA
"4490",96,2011-10-01,"PENNSYLVANIA",NA
"4491",97,2011-09-01,"PENNSYLVANIA",13
"4492",98,2012-04-01,"PENNSYLVANIA",NA
"4493",99,2012-08-01,"PENNSYLVANIA",1
"4494",100,2012-12-01,"PENNSYLVANIA",NA
"4495",101,2012-02-01,"PENNSYLVANIA",NA
"4496",102,2012-01-01,"PENNSYLVANIA",NA
"4497",103,2012-07-01,"PENNSYLVANIA",8
"4498",104,2012-06-01,"PENNSYLVANIA",3
"4499",105,2012-03-01,"PENNSYLVANIA",1
"4500",106,2012-05-01,"PENNSYLVANIA",3
"4501",107,2012-11-01,"PENNSYLVANIA",NA
"4502",108,2012-10-01,"PENNSYLVANIA",3
"4503",109,2012-09-01,"PENNSYLVANIA",3
"4504",110,2013-04-01,"PENNSYLVANIA",NA
"4505",111,2013-08-01,"PENNSYLVANIA",3
"4506",112,2013-12-01,"PENNSYLVANIA",NA
"4507",113,2013-02-01,"PENNSYLVANIA",NA
"4508",114,2013-01-01,"PENNSYLVANIA",NA
"4509",115,2013-07-01,"PENNSYLVANIA",14
"4510",116,2013-06-01,"PENNSYLVANIA",14
"4511",117,2013-03-01,"PENNSYLVANIA",NA
"4512",118,2013-05-01,"PENNSYLVANIA",3
"4513",119,2013-11-01,"PENNSYLVANIA",NA
"4514",120,2013-10-01,"PENNSYLVANIA",NA
"4515",121,2013-09-01,"PENNSYLVANIA",2
"4516",122,2014-04-01,"PENNSYLVANIA",NA
"4517",123,2014-08-01,"PENNSYLVANIA",2
"4518",124,2014-12-01,"PENNSYLVANIA",NA
"4519",125,2014-02-01,"PENNSYLVANIA",NA
"4520",126,2014-01-01,"PENNSYLVANIA",NA
"4521",127,2014-07-01,"PENNSYLVANIA",1
"4522",128,2014-06-01,"PENNSYLVANIA",8
"4523",129,2014-03-01,"PENNSYLVANIA",1
"4524",130,2014-05-01,"PENNSYLVANIA",NA
"4525",131,2014-11-01,"PENNSYLVANIA",NA
"4526",132,2014-10-01,"PENNSYLVANIA",NA
"4527",133,2014-09-01,"PENNSYLVANIA",1
"4528",134,2015-04-01,"PENNSYLVANIA",NA
"4529",135,2015-08-01,"PENNSYLVANIA",NA
"4530",136,2015-12-01,"PENNSYLVANIA",NA
"4531",137,2015-02-01,"PENNSYLVANIA",NA
"4532",138,2015-01-01,"PENNSYLVANIA",NA
"4533",139,2015-07-01,"PENNSYLVANIA",4
"4534",140,2015-06-01,"PENNSYLVANIA",12
"4535",141,2015-03-01,"PENNSYLVANIA",3
"4536",142,2015-05-01,"PENNSYLVANIA",2
"4537",143,2015-11-01,"PENNSYLVANIA",NA
"4538",144,2015-10-01,"PENNSYLVANIA",NA
"4539",145,2015-09-01,"PENNSYLVANIA",4
"4540",146,2016-04-01,"PENNSYLVANIA",NA
"4541",147,2016-08-01,"PENNSYLVANIA",4
"4542",148,2016-12-01,"PENNSYLVANIA",1
"4543",149,2016-02-01,"PENNSYLVANIA",1
"4544",150,2016-01-01,"PENNSYLVANIA",1
"4545",151,2016-07-01,"PENNSYLVANIA",1
"4546",152,2016-06-01,"PENNSYLVANIA",1
"4547",153,2016-03-01,"PENNSYLVANIA",NA
"4548",154,2016-05-01,"PENNSYLVANIA",NA
"4549",155,2016-11-01,"PENNSYLVANIA",NA
"4550",156,2016-10-01,"PENNSYLVANIA",1
"4551",157,2016-09-01,"PENNSYLVANIA",2
"4552",158,2017-04-01,"PENNSYLVANIA",NA
"4553",159,2017-08-01,"PENNSYLVANIA",3
"4554",160,2017-12-01,"PENNSYLVANIA",NA
"4555",161,2017-02-01,"PENNSYLVANIA",NA
"4556",162,2017-01-01,"PENNSYLVANIA",NA
"4557",163,2017-07-01,"PENNSYLVANIA",15
"4558",164,2017-06-01,"PENNSYLVANIA",6
"4559",165,2017-03-01,"PENNSYLVANIA",1
"4560",166,2017-05-01,"PENNSYLVANIA",3
"4561",167,2017-11-01,"PENNSYLVANIA",NA
"4562",168,2017-10-01,"PENNSYLVANIA",NA
"4563",169,2017-09-01,"PENNSYLVANIA",NA
"4564",1,2004-04-01,"TEXAS",NA
"4565",2,2004-08-01,"TEXAS",1
"4566",3,2004-12-01,"TEXAS",NA
"4567",4,2004-02-01,"TEXAS",NA
"4568",5,2004-01-01,"TEXAS",NA
"4569",6,2004-07-01,"TEXAS",NA
"4570",7,2004-06-01,"TEXAS",6
"4571",8,2004-03-01,"TEXAS",NA
"4572",9,2004-05-01,"TEXAS",NA
"4573",10,2004-11-01,"TEXAS",2
"4574",11,2004-10-01,"TEXAS",2
"4575",12,2004-09-01,"TEXAS",1
"4576",13,2005-04-01,"TEXAS",1
"4577",14,2005-08-01,"TEXAS",19
"4578",15,2005-12-01,"TEXAS",11
"4579",16,2005-02-01,"TEXAS",1
"4580",17,2005-01-01,"TEXAS",1
"4581",18,2005-07-01,"TEXAS",10
"4582",19,2005-06-01,"TEXAS",8
"4583",20,2005-03-01,"TEXAS",NA
"4584",21,2005-05-01,"TEXAS",4
"4585",22,NA,"TEXAS",2
"4586",23,2005-11-01,"TEXAS",5
"4587",24,2005-10-01,"TEXAS",5
"4588",25,2005-09-01,"TEXAS",5
"4589",26,2006-04-01,"TEXAS",10
"4590",27,2006-08-01,"TEXAS",20
"4591",28,2006-12-01,"TEXAS",4
"4592",29,2006-02-01,"TEXAS",7
"4593",30,2006-01-01,"TEXAS",10
"4594",31,2006-07-01,"TEXAS",14
"4595",32,2006-06-01,"TEXAS",6
"4596",33,2006-03-01,"TEXAS",18
"4597",34,2006-05-01,"TEXAS",21
"4598",35,2006-11-01,"TEXAS",9
"4599",36,2006-10-01,"TEXAS",15
"4600",37,2006-09-01,"TEXAS",10
"4601",38,2007-04-01,"TEXAS",7
"4602",39,2007-08-01,"TEXAS",11
"4603",40,2007-12-01,"TEXAS",1
"4604",41,2007-02-01,"TEXAS",4
"4605",42,2007-01-01,"TEXAS",6
"4606",43,2007-07-01,"TEXAS",35
"4607",44,2007-06-01,"TEXAS",30
"4608",45,2007-03-01,"TEXAS",24
"4609",46,2007-05-01,"TEXAS",36
"4610",47,2007-11-01,"TEXAS",NA
"4611",48,2007-10-01,"TEXAS",1
"4612",49,2007-09-01,"TEXAS",6
"4613",50,2008-04-01,"TEXAS",3
"4614",51,2008-08-01,"TEXAS",6
"4615",52,2008-12-01,"TEXAS",3
"4616",53,2008-02-01,"TEXAS",2
"4617",54,2008-01-01,"TEXAS",NA
"4618",55,2008-07-01,"TEXAS",11
"4619",56,2008-06-01,"TEXAS",8
"4620",57,2008-03-01,"TEXAS",4
"4621",58,2008-05-01,"TEXAS",9
"4622",59,2008-11-01,"TEXAS",1
"4623",60,2008-10-01,"TEXAS",2
"4624",61,2008-09-01,"TEXAS",8
"4625",62,2009-04-01,"TEXAS",20
"4626",63,2009-08-01,"TEXAS",9
"4627",64,2009-12-01,"TEXAS",4
"4628",65,2009-02-01,"TEXAS",6
"4629",66,2009-01-01,"TEXAS",2
"4630",67,2009-07-01,"TEXAS",6
"4631",68,2009-06-01,"TEXAS",9
"4632",69,2009-03-01,"TEXAS",9
"4633",70,2009-05-01,"TEXAS",25
"4634",71,2009-11-01,"TEXAS",1
"4635",72,2009-10-01,"TEXAS",20
"4636",73,2009-09-01,"TEXAS",12
"4637",74,2010-04-01,"TEXAS",1
"4638",75,2010-08-01,"TEXAS",2
"4639",76,2010-12-01,"TEXAS",6
"4640",77,2010-02-01,"TEXAS",2
"4641",78,2010-01-01,"TEXAS",2
"4642",79,2010-07-01,"TEXAS",9
"4643",80,2010-06-01,"TEXAS",7
"4644",81,2010-03-01,"TEXAS",NA
"4645",82,2010-05-01,"TEXAS",9
"4646",83,2010-11-01,"TEXAS",NA
"4647",84,2010-10-01,"TEXAS",2
"4648",85,2010-09-01,"TEXAS",17
"4649",86,2011-04-01,"TEXAS",20
"4650",87,2011-08-01,"TEXAS",25
"4651",88,2011-12-01,"TEXAS",19
"4652",89,2011-02-01,"TEXAS",3
"4653",90,2011-01-01,"TEXAS",9
"4654",91,2011-07-01,"TEXAS",26
"4655",92,2011-06-01,"TEXAS",21
"4656",93,2011-03-01,"TEXAS",12
"4657",94,2011-05-01,"TEXAS",18
"4658",95,2011-11-01,"TEXAS",20
"4659",96,2011-10-01,"TEXAS",28
"4660",97,2011-09-01,"TEXAS",30
"4661",98,2012-04-01,"TEXAS",19
"4662",99,2012-08-01,"TEXAS",23
"4663",100,2012-12-01,"TEXAS",17
"4664",101,2012-02-01,"TEXAS",19
"4665",102,2012-01-01,"TEXAS",19
"4666",103,2012-07-01,"TEXAS",17
"4667",104,2012-06-01,"TEXAS",10
"4668",105,2012-03-01,"TEXAS",22
"4669",106,2012-05-01,"TEXAS",17
"4670",107,2012-11-01,"TEXAS",13
"4671",108,2012-10-01,"TEXAS",17
"4672",109,2012-09-01,"TEXAS",17
"4673",110,2013-04-01,"TEXAS",22
"4674",111,2013-08-01,"TEXAS",30
"4675",112,2013-12-01,"TEXAS",5
"4676",113,2013-02-01,"TEXAS",26
"4677",114,2013-01-01,"TEXAS",25
"4678",115,2013-07-01,"TEXAS",30
"4679",116,2013-06-01,"TEXAS",22
"4680",117,2013-03-01,"TEXAS",21
"4681",118,2013-05-01,"TEXAS",27
"4682",119,2013-11-01,"TEXAS",13
"4683",120,2013-10-01,"TEXAS",15
"4684",121,2013-09-01,"TEXAS",26
"4685",122,2014-04-01,"TEXAS",19
"4686",123,2014-08-01,"TEXAS",17
"4687",124,2014-12-01,"TEXAS",9
"4688",125,2014-02-01,"TEXAS",12
"4689",126,2014-01-01,"TEXAS",11
"4690",127,2014-07-01,"TEXAS",15
"4691",128,2014-06-01,"TEXAS",19
"4692",129,2014-03-01,"TEXAS",16
"4693",130,2014-05-01,"TEXAS",28
"4694",131,2014-11-01,"TEXAS",13
"4695",132,2014-10-01,"TEXAS",10
"4696",133,2014-09-01,"TEXAS",35
"4697",134,2015-04-01,"TEXAS",16
"4698",135,2015-08-01,"TEXAS",7
"4699",136,2015-12-01,"TEXAS",13
"4700",137,2015-02-01,"TEXAS",7
"4701",138,2015-01-01,"TEXAS",8
"4702",139,2015-07-01,"TEXAS",9
"4703",140,2015-06-01,"TEXAS",18
"4704",141,2015-03-01,"TEXAS",12
"4705",142,2015-05-01,"TEXAS",60
"4706",143,2015-11-01,"TEXAS",5
"4707",144,2015-10-01,"TEXAS",27
"4708",145,2015-09-01,"TEXAS",8
"4709",146,2016-04-01,"TEXAS",10
"4710",147,2016-08-01,"TEXAS",13
"4711",148,2016-12-01,"TEXAS",2
"4712",149,2016-02-01,"TEXAS",NA
"4713",150,2016-01-01,"TEXAS",NA
"4714",151,2016-07-01,"TEXAS",12
"4715",152,2016-06-01,"TEXAS",13
"4716",153,2016-03-01,"TEXAS",11
"4717",154,2016-05-01,"TEXAS",18
"4718",155,2016-11-01,"TEXAS",1
"4719",156,2016-10-01,"TEXAS",2
"4720",157,2016-09-01,"TEXAS",3
"4721",158,2017-04-01,"TEXAS",5
"4722",159,2017-08-01,"TEXAS",24
"4723",160,2017-12-01,"TEXAS",10
"4724",161,2017-02-01,"TEXAS",3
"4725",162,2017-01-01,"TEXAS",2
"4726",163,2017-07-01,"TEXAS",5
"4727",164,2017-06-01,"TEXAS",12
"4728",165,2017-03-01,"TEXAS",2
"4729",166,2017-05-01,"TEXAS",1
"4730",167,2017-11-01,"TEXAS",5
"4731",168,2017-10-01,"TEXAS",2
"4732",169,2017-09-01,"TEXAS",7
"4733",1,2004-04-01,"VIRGINIA",NA
"4734",2,2004-08-01,"VIRGINIA",NA
"4735",3,2004-12-01,"VIRGINIA",NA
"4736",4,2004-02-01,"VIRGINIA",NA
"4737",5,2004-01-01,"VIRGINIA",NA
"4738",6,2004-07-01,"VIRGINIA",NA
"4739",7,2004-06-01,"VIRGINIA",NA
"4740",8,2004-03-01,"VIRGINIA",NA
"4741",9,2004-05-01,"VIRGINIA",NA
"4742",10,2004-11-01,"VIRGINIA",NA
"4743",11,2004-10-01,"VIRGINIA",NA
"4744",12,2004-09-01,"VIRGINIA",1
"4745",13,2005-04-01,"VIRGINIA",NA
"4746",14,2005-08-01,"VIRGINIA",1
"4747",15,2005-12-01,"VIRGINIA",NA
"4748",16,2005-02-01,"VIRGINIA",NA
"4749",17,2005-01-01,"VIRGINIA",2
"4750",18,2005-07-01,"VIRGINIA",4
"4751",19,2005-06-01,"VIRGINIA",NA
"4752",20,2005-03-01,"VIRGINIA",1
"4753",21,2005-05-01,"VIRGINIA",2
"4754",22,NA,"VIRGINIA",NA
"4755",23,2005-11-01,"VIRGINIA",2
"4756",24,2005-10-01,"VIRGINIA",1
"4757",25,2005-09-01,"VIRGINIA",NA
"4758",26,2006-04-01,"VIRGINIA",NA
"4759",27,2006-08-01,"VIRGINIA",4
"4760",28,2006-12-01,"VIRGINIA",NA
"4761",29,2006-02-01,"VIRGINIA",NA
"4762",30,2006-01-01,"VIRGINIA",NA
"4763",31,2006-07-01,"VIRGINIA",4
"4764",32,2006-06-01,"VIRGINIA",7
"4765",33,2006-03-01,"VIRGINIA",NA
"4766",34,2006-05-01,"VIRGINIA",NA
"4767",35,2006-11-01,"VIRGINIA",3
"4768",36,2006-10-01,"VIRGINIA",3
"4769",37,2006-09-01,"VIRGINIA",3
"4770",38,2007-04-01,"VIRGINIA",1
"4771",39,2007-08-01,"VIRGINIA",NA
"4772",40,2007-12-01,"VIRGINIA",3
"4773",41,2007-02-01,"VIRGINIA",NA
"4774",42,2007-01-01,"VIRGINIA",NA
"4775",43,2007-07-01,"VIRGINIA",4
"4776",44,2007-06-01,"VIRGINIA",NA
"4777",45,2007-03-01,"VIRGINIA",2
"4778",46,2007-05-01,"VIRGINIA",NA
"4779",47,2007-11-01,"VIRGINIA",1
"4780",48,2007-10-01,"VIRGINIA",13
"4781",49,2007-09-01,"VIRGINIA",3
"4782",50,2008-04-01,"VIRGINIA",2
"4783",51,2008-08-01,"VIRGINIA",NA
"4784",52,2008-12-01,"VIRGINIA",10
"4785",53,2008-02-01,"VIRGINIA",1
"4786",54,2008-01-01,"VIRGINIA",2
"4787",55,2008-07-01,"VIRGINIA",2
"4788",56,2008-06-01,"VIRGINIA",1
"4789",57,2008-03-01,"VIRGINIA",3
"4790",58,2008-05-01,"VIRGINIA",5
"4791",59,2008-11-01,"VIRGINIA",NA
"4792",60,2008-10-01,"VIRGINIA",1
"4793",61,2008-09-01,"VIRGINIA",17
"4794",62,2009-04-01,"VIRGINIA",NA
"4795",63,2009-08-01,"VIRGINIA",2
"4796",64,2009-12-01,"VIRGINIA",1
"4797",65,2009-02-01,"VIRGINIA",NA
"4798",66,2009-01-01,"VIRGINIA",NA
"4799",67,2009-07-01,"VIRGINIA",2
"4800",68,2009-06-01,"VIRGINIA",1
"4801",69,2009-03-01,"VIRGINIA",NA
"4802",70,2009-05-01,"VIRGINIA",7
"4803",71,2009-11-01,"VIRGINIA",9
"4804",72,2009-10-01,"VIRGINIA",NA
"4805",73,2009-09-01,"VIRGINIA",1
"4806",74,2010-04-01,"VIRGINIA",NA
"4807",75,2010-08-01,"VIRGINIA",4
"4808",76,2010-12-01,"VIRGINIA",4
"4809",77,2010-02-01,"VIRGINIA",2
"4810",78,2010-01-01,"VIRGINIA",4
"4811",79,2010-07-01,"VIRGINIA",3
"4812",80,2010-06-01,"VIRGINIA",1
"4813",81,2010-03-01,"VIRGINIA",16
"4814",82,2010-05-01,"VIRGINIA",1
"4815",83,2010-11-01,"VIRGINIA",NA
"4816",84,2010-10-01,"VIRGINIA",NA
"4817",85,2010-09-01,"VIRGINIA",16
"4818",86,2011-04-01,"VIRGINIA",9
"4819",87,2011-08-01,"VIRGINIA",14
"4820",88,2011-12-01,"VIRGINIA",5
"4821",89,2011-02-01,"VIRGINIA",2
"4822",90,2011-01-01,"VIRGINIA",NA
"4823",91,2011-07-01,"VIRGINIA",13
"4824",92,2011-06-01,"VIRGINIA",6
"4825",93,2011-03-01,"VIRGINIA",5
"4826",94,2011-05-01,"VIRGINIA",6
"4827",95,2011-11-01,"VIRGINIA",1
"4828",96,2011-10-01,"VIRGINIA",2
"4829",97,2011-09-01,"VIRGINIA",9
"4830",98,2012-04-01,"VIRGINIA",NA
"4831",99,2012-08-01,"VIRGINIA",3
"4832",100,2012-12-01,"VIRGINIA",NA
"4833",101,2012-02-01,"VIRGINIA",NA
"4834",102,2012-01-01,"VIRGINIA",NA
"4835",103,2012-07-01,"VIRGINIA",14
"4836",104,2012-06-01,"VIRGINIA",4
"4837",105,2012-03-01,"VIRGINIA",NA
"4838",106,2012-05-01,"VIRGINIA",7
"4839",107,2012-11-01,"VIRGINIA",NA
"4840",108,2012-10-01,"VIRGINIA",8
"4841",109,2012-09-01,"VIRGINIA",3
"4842",110,2013-04-01,"VIRGINIA",NA
"4843",111,2013-08-01,"VIRGINIA",2
"4844",112,2013-12-01,"VIRGINIA",NA
"4845",113,2013-02-01,"VIRGINIA",NA
"4846",114,2013-01-01,"VIRGINIA",5
"4847",115,2013-07-01,"VIRGINIA",12
"4848",116,2013-06-01,"VIRGINIA",4
"4849",117,2013-03-01,"VIRGINIA",NA
"4850",118,2013-05-01,"VIRGINIA",1
"4851",119,2013-11-01,"VIRGINIA",NA
"4852",120,2013-10-01,"VIRGINIA",NA
"4853",121,2013-09-01,"VIRGINIA",NA
"4854",122,2014-04-01,"VIRGINIA",7
"4855",123,2014-08-01,"VIRGINIA",NA
"4856",124,2014-12-01,"VIRGINIA",NA
"4857",125,2014-02-01,"VIRGINIA",NA
"4858",126,2014-01-01,"VIRGINIA",NA
"4859",127,2014-07-01,"VIRGINIA",5
"4860",128,2014-06-01,"VIRGINIA",2
"4861",129,2014-03-01,"VIRGINIA",NA
"4862",130,2014-05-01,"VIRGINIA",9
"4863",131,2014-11-01,"VIRGINIA",NA
"4864",132,2014-10-01,"VIRGINIA",NA
"4865",133,2014-09-01,"VIRGINIA",3
"4866",134,2015-04-01,"VIRGINIA",NA
"4867",135,2015-08-01,"VIRGINIA",1
"4868",136,2015-12-01,"VIRGINIA",NA
"4869",137,2015-02-01,"VIRGINIA",NA
"4870",138,2015-01-01,"VIRGINIA",NA
"4871",139,2015-07-01,"VIRGINIA",4
"4872",140,2015-06-01,"VIRGINIA",4
"4873",141,2015-03-01,"VIRGINIA",1
"4874",142,2015-05-01,"VIRGINIA",NA
"4875",143,2015-11-01,"VIRGINIA",8
"4876",144,2015-10-01,"VIRGINIA",1
"4877",145,2015-09-01,"VIRGINIA",1
"4878",146,2016-04-01,"VIRGINIA",NA
"4879",147,2016-08-01,"VIRGINIA",4
"4880",148,2016-12-01,"VIRGINIA",NA
"4881",149,2016-02-01,"VIRGINIA",1
"4882",150,2016-01-01,"VIRGINIA",1
"4883",151,2016-07-01,"VIRGINIA",5
"4884",152,2016-06-01,"VIRGINIA",9
"4885",153,2016-03-01,"VIRGINIA",NA
"4886",154,2016-05-01,"VIRGINIA",NA
"4887",155,2016-11-01,"VIRGINIA",NA
"4888",156,2016-10-01,"VIRGINIA",9
"4889",157,2016-09-01,"VIRGINIA",8
"4890",158,2017-04-01,"VIRGINIA",1
"4891",159,2017-08-01,"VIRGINIA",10
"4892",160,2017-12-01,"VIRGINIA",NA
"4893",161,2017-02-01,"VIRGINIA",NA
"4894",162,2017-01-01,"VIRGINIA",2
"4895",163,2017-07-01,"VIRGINIA",10
"4896",164,2017-06-01,"VIRGINIA",3
"4897",165,2017-03-01,"VIRGINIA",NA
"4898",166,2017-05-01,"VIRGINIA",4
"4899",167,2017-11-01,"VIRGINIA",NA
"4900",168,2017-10-01,"VIRGINIA",2
"4901",169,2017-09-01,"VIRGINIA",NA
"4902",1,2004-04-01,"WEST.VIRGINIA",NA
"4903",2,2004-08-01,"WEST.VIRGINIA",NA
"4904",3,2004-12-01,"WEST.VIRGINIA",NA
"4905",4,2004-02-01,"WEST.VIRGINIA",1
"4906",5,2004-01-01,"WEST.VIRGINIA",NA
"4907",6,2004-07-01,"WEST.VIRGINIA",NA
"4908",7,2004-06-01,"WEST.VIRGINIA",NA
"4909",8,2004-03-01,"WEST.VIRGINIA",NA
"4910",9,2004-05-01,"WEST.VIRGINIA",1
"4911",10,2004-11-01,"WEST.VIRGINIA",1
"4912",11,2004-10-01,"WEST.VIRGINIA",NA
"4913",12,2004-09-01,"WEST.VIRGINIA",NA
"4914",13,2005-04-01,"WEST.VIRGINIA",NA
"4915",14,2005-08-01,"WEST.VIRGINIA",1
"4916",15,2005-12-01,"WEST.VIRGINIA",NA
"4917",16,2005-02-01,"WEST.VIRGINIA",NA
"4918",17,2005-01-01,"WEST.VIRGINIA",2
"4919",18,2005-07-01,"WEST.VIRGINIA",1
"4920",19,2005-06-01,"WEST.VIRGINIA",NA
"4921",20,2005-03-01,"WEST.VIRGINIA",1
"4922",21,2005-05-01,"WEST.VIRGINIA",1
"4923",22,NA,"WEST.VIRGINIA",NA
"4924",23,2005-11-01,"WEST.VIRGINIA",1
"4925",24,2005-10-01,"WEST.VIRGINIA",4
"4926",25,2005-09-01,"WEST.VIRGINIA",3
"4927",26,2006-04-01,"WEST.VIRGINIA",NA
"4928",27,2006-08-01,"WEST.VIRGINIA",NA
"4929",28,2006-12-01,"WEST.VIRGINIA",NA
"4930",29,2006-02-01,"WEST.VIRGINIA",NA
"4931",30,2006-01-01,"WEST.VIRGINIA",NA
"4932",31,2006-07-01,"WEST.VIRGINIA",2
"4933",32,2006-06-01,"WEST.VIRGINIA",1
"4934",33,2006-03-01,"WEST.VIRGINIA",NA
"4935",34,2006-05-01,"WEST.VIRGINIA",NA
"4936",35,2006-11-01,"WEST.VIRGINIA",NA
"4937",36,2006-10-01,"WEST.VIRGINIA",NA
"4938",37,2006-09-01,"WEST.VIRGINIA",NA
"4939",38,2007-04-01,"WEST.VIRGINIA",6
"4940",39,2007-08-01,"WEST.VIRGINIA",4
"4941",40,2007-12-01,"WEST.VIRGINIA",3
"4942",41,2007-02-01,"WEST.VIRGINIA",NA
"4943",42,2007-01-01,"WEST.VIRGINIA",NA
"4944",43,2007-07-01,"WEST.VIRGINIA",1
"4945",44,2007-06-01,"WEST.VIRGINIA",NA
"4946",45,2007-03-01,"WEST.VIRGINIA",2
"4947",46,2007-05-01,"WEST.VIRGINIA",NA
"4948",47,2007-11-01,"WEST.VIRGINIA",1
"4949",48,2007-10-01,"WEST.VIRGINIA",3
"4950",49,2007-09-01,"WEST.VIRGINIA",1
"4951",50,2008-04-01,"WEST.VIRGINIA",NA
"4952",51,2008-08-01,"WEST.VIRGINIA",NA
"4953",52,2008-12-01,"WEST.VIRGINIA",NA
"4954",53,2008-02-01,"WEST.VIRGINIA",NA
"4955",54,2008-01-01,"WEST.VIRGINIA",NA
"4956",55,2008-07-01,"WEST.VIRGINIA",1
"4957",56,2008-06-01,"WEST.VIRGINIA",1
"4958",57,2008-03-01,"WEST.VIRGINIA",1
"4959",58,2008-05-01,"WEST.VIRGINIA",NA
"4960",59,2008-11-01,"WEST.VIRGINIA",1
"4961",60,2008-10-01,"WEST.VIRGINIA",NA
"4962",61,2008-09-01,"WEST.VIRGINIA",NA
"4963",62,2009-04-01,"WEST.VIRGINIA",NA
